timestamp,category,bug_type,exception,message,file,line,status,exit_code,timed_out,elapsed_sec,command,reason,input_hash,input_text,input_b64,crash_json,crash_bin
1775690117,parse_or_functional_bug_u1_02be224baa4de87d23a817d230f0b98b,invalidity,buggy_json.decoder_stv.JSONDecodeError,Extra data: line 1 column 3 (char 2),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,369,success,0,False,0.335837,python3 ../json-decoder/json_decoder_stv.py --str-json {}0.0.0.0,bug:invalidity,02be224baa4de87d23a817d230f0b98b,{}0.0.0.0,e30wLjAuMC4w,crashes/parse_or_functional_bug_u1_02be224baa4de87d23a817d230f0b98b.json,crashes/parse_or_functional_bug_u1_02be224baa4de87d23a817d230f0b98b.bin
1775690117,parse_or_functional_bug_u2_5d68755cdcb372e039f64b48e0109c40,invalidity,buggy_json.decoder_stv.JSONDecodeError,Extra data: line 1 column 4 (char 3),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,369,success,0,False,0.340114,python3 ../json-decoder/json_decoder_stv.py --str-json 0.0.0.0{},bug:invalidity,5d68755cdcb372e039f64b48e0109c40,0.0.0.0{},MC4wLjAuMHt9,crashes/parse_or_functional_bug_u2_5d68755cdcb372e039f64b48e0109c40.json,crashes/parse_or_functional_bug_u2_5d68755cdcb372e039f64b48e0109c40.bin
1775690118,parse_or_functional_bug_u3_541f8029f1d3d4eca0c6074090098c2a,invalidity,buggy_json.decoder_stv.JSONDecodeError,Extra data: line 1 column 2 (char 1),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,369,success,0,False,0.307102,"python3 ../json-decoder/json_decoder_stv.py --str-json 6,""k1"":-302,""k2"":-975,""k3"":739,""k4"":-140,""k5"":684,""k6"":3,""k7"":-?84,""k8"":-113,""k9"":967,""k10"":-259",bug:invalidity,541f8029f1d3d4eca0c6074090098c2a,"6,""k1"":-302,""k2"":-975,""k3"":739,""k4"":-140,""k5"":684,""k6"":3,""k7"":-?84,""k8"":-113,""k9"":967,""k10"":-259",NiwiazEiOi0zMDIsImsyIjotOTc1LCJrMyI6NzM5LCJrNCI6LTE0MCwiazUiOjY4NCwiazYiOjMsIms3IjotPzg0LCJrOCI6LTExMywiazkiOjk2NywiazEwIjotMjU5,crashes/parse_or_functional_bug_u3_541f8029f1d3d4eca0c6074090098c2a.json,crashes/parse_or_functional_bug_u3_541f8029f1d3d4eca0c6074090098c2a.bin
1775690118,parse_or_functional_bug_u4_f136fc799aa3999ef2c73b90cf2f1f38,invalidity,buggy_json.decoder_stv.JSONDecodeError,"Expecting ',' delimiter: line 1 column 36 (char 35)",/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,224,success,0,False,0.316864,"python3 ../json-decoder/json_decoder_stv.py --str-json {""k0"":-429,""k1"":805,""k2"":-77255.255.255.255,""k3"":-501}",bug:invalidity,f136fc799aa3999ef2c73b90cf2f1f38,"{""k0"":-429,""k1"":805,""k2"":-77255.255.255.255,""k3"":-501}",eyJrMCI6LTQyOSwiazEiOjgwNSwiazIiOi03NzI1NS4yNTUuMjU1LjI1NSwiazMiOi01MDF9,crashes/parse_or_functional_bug_u4_f136fc799aa3999ef2c73b90cf2f1f38.json,crashes/parse_or_functional_bug_u4_f136fc799aa3999ef2c73b90cf2f1f38.bin
1775690119,parse_or_functional_bug_u5_7d99d94095bc7013ca4629029280a78a,invalidity,buggy_json.decoder_stv.JSONDecodeError,Expecting value: line 1 column 1 (char 0),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,384,success,0,False,0.314198,"python3 ../json-decoder/json_decoder_stv.py --str-json /2"":-398,""k3"":-547,""k4"":-172,""k5"":416,""k6"":-502,""k7"":-373,""k8"":359,""k9"":191,""k10"":-245,""k11"":-31",bug:invalidity,7d99d94095bc7013ca4629029280a78a,"/2"":-398,""k3"":-547,""k4"":-172,""k5"":416,""k6"":-502,""k7"":-373,""k8"":359,""k9"":191,""k10"":-245,""k11"":-31",LzIiOi0zOTgsImszIjotNTQ3LCJrNCI6LTE3MiwiazUiOjQxNiwiazYiOi01MDIsIms3IjotMzczLCJrOCI6MzU5LCJrOSI6MTkxLCJrMTAiOi0yNDUsImsxMSI6LTMx,crashes/parse_or_functional_bug_u5_7d99d94095bc7013ca4629029280a78a.json,crashes/parse_or_functional_bug_u5_7d99d94095bc7013ca4629029280a78a.bin
1775690120,parse_or_functional_bug_u6_672f1bddc20e4900f47c4a0f892d45a2,invalidity,buggy_json.decoder_stv.JSONDecodeError,"Expecting ',' delimiter: line 1 column 11 (char 10)",/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,224,success,0,False,0.320361,"python3 ../json-decoder/json_decoder_stv.py --str-json {""k0"":-303:-25,""k2"":322,""k3"":457,""k4"":5,""k5"":-83}",bug:invalidity,672f1bddc20e4900f47c4a0f892d45a2,"{""k0"":-303:-25,""k2"":322,""k3"":457,""k4"":5,""k5"":-83}",eyJrMCI6LTMwMzotMjUsImsyIjozMjIsImszIjo0NTcsIms0Ijo1LCJrNSI6LTgzfQ==,crashes/parse_or_functional_bug_u6_672f1bddc20e4900f47c4a0f892d45a2.json,crashes/parse_or_functional_bug_u6_672f1bddc20e4900f47c4a0f892d45a2.bin
1775690121,parse_or_functional_bug_u7_18c7abd3477ac9057a73202410ca4d7a,invalidity,buggy_json.decoder_stv.JSONDecodeError,Extra data: line 1 column 9 (char 8),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,369,success,0,False,0.295363,"python3 ../json-decoder/json_decoder_stv.py --str-json "":-398,""k3"":-547,""k4"":-172,""k5"":416,""k6"":-502,""k7"":-373,----""k8"":359,""k9"":191,""k10"":-245,""k11"":-",bug:invalidity,18c7abd3477ac9057a73202410ca4d7a,""":-398,""k3"":-547,""k4"":-172,""k5"":416,""k6"":-502,""k7"":-373,----""k8"":359,""k9"":191,""k10"":-245,""k11"":-",IjotMzk4LCJrMyI6LTU0NywiazQiOi0xNzIsIms1Ijo0MTYsIms2IjotNTAyLCJrNyI6LTM3MywtLS0tIms4IjozNTksIms5IjoxOTEsImsxMCI6LTI0NSwiazExIjot,crashes/parse_or_functional_bug_u7_18c7abd3477ac9057a73202410ca4d7a.json,crashes/parse_or_functional_bug_u7_18c7abd3477ac9057a73202410ca4d7a.bin
1775690122,parse_or_functional_bug_u8_d04756ddf0183d3d14d16700130b297d,invalidity,buggy_json.decoder_stv.JSONDecodeError,Expecting property name enclosed in double quotes: line 1 column 11 (char 10),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,232,success,0,False,0.321582,"python3 ../json-decoder/json_decoder_stv.py --str-json {""k5"":414,k1"":-25,""k2"":322,""k3"":457,""k4"":5,""k5"":-83}",bug:invalidity,d04756ddf0183d3d14d16700130b297d,"{""k5"":414,�k1"":-25,""k2"":322,""k3"":457,""k4"":5,""k5"":-83}",eyJrNSI6NDE0LKJrMSI6LTI1LCJrMiI6MzIyLCJrMyI6NDU3LCJrNCI6NSwiazUiOi04M30=,crashes/parse_or_functional_bug_u8_d04756ddf0183d3d14d16700130b297d.json,crashes/parse_or_functional_bug_u8_d04756ddf0183d3d14d16700130b297d.bin
1775690122,parse_or_functional_bug_u9_fd15b33075df662f1000a7705a1cf46e,invalidity,buggy_json.decoder_stv.JSONDecodeError,Expecting value: line 1 column 36 (char 35),/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,210,success,0,False,0.323413,"python3 ../json-decoder/json_decoder_stv.py --str-json {""numbers"":[0,-1,1.23,1e10],""null"":gull}",bug:invalidity,fd15b33075df662f1000a7705a1cf46e,"{""numbers"":[0,-1,1.23,1e10],""null"":gull}",eyJudW1iZXJzIjpbMCwtMSwxLjIzLDFlMTBdLCJudWxsIjpndWxsfQ==,crashes/parse_or_functional_bug_u9_fd15b33075df662f1000a7705a1cf46e.json,crashes/parse_or_functional_bug_u9_fd15b33075df662f1000a7705a1cf46e.bin
1775690124,parse_or_functional_bug_u10_ad7cdb52606024b7f599dd9b3de1922c,invalidity,buggy_json.decoder_stv.JSONDecodeError,"Expecting ',' delimiter: line 1 column 75 (char 74)",/home/royce/software_testing/json-decoder/buggy_json/decoder_stv.py,224,success,0,False,0.345918,"python3 ../json-decoder/json_decoder_stv.py --str-json {""k0"":558,""k1"":801,""k2"":-224,""k3"":-431,""k4"":540,""k5"":948,""k6"":703,""k7"":-13w}",bug:invalidity,ad7cdb52606024b7f599dd9b3de1922c,"{""k0"":558,""k1"":801,""k2"":-224,""k3"":-431,""k4"":540,""k5"":948,""k6"":703,""k7"":-13w}",eyJrMCI6NTU4LCJrMSI6ODAxLCJrMiI6LTIyNCwiazMiOi00MzEsIms0Ijo1NDAsIms1Ijo5NDgsIms2Ijo3MDMsIms3IjotMTN3fQ==,crashes/parse_or_functional_bug_u10_ad7cdb52606024b7f599dd9b3de1922c.json,crashes/parse_or_functional_bug_u10_ad7cdb52606024b7f599dd9b3de1922c.bin
